SubmissionDate,JASCCode,PartName,PartLocation,Discrepancy
4/8/2014 11:43:36,5320,TIE DOWN,FUSELAGE,THREE EACH TIE DOWNS ON LBL 27 AT FS 574 TO 559+96 HAVE CORROSION. R & R THREE EACH TIE DOWNS ON LBL 27 AT 574 TO 559+96 IAW AMM 2021-00.
4/8/2014 11:47:09,5347,SEAT TRACK,FUSELAGE,"RIGHT SEAT TRACK HAS CORROSION AT FS 559+96 TO 554.00. REMOVED & INSTALLED NEW SERVICEABLE SEAT TRACK IAW SRM 53-41-49, 51-29-36 & 51-41-02."
5/3/2006 10:43:14,5340,CLIP,FUSELAGE,"FS 280, RBL 9 OB CLIP IS CRACKED. CA IN PROGRESS. (K) MAINTENANCE REMOVED CRACKED CLIP AND INSTALLED NEW SERVICEABLE CLIP IAW CRJ 200 SRM 51-42-06, 51-42-21, 51-42-13, AND BOMBARDIER STANDARD REPAIR 601R-53-0057A. (M)"
4/8/2014 13:25:32,5242,RETAINER,E&E BAY,"AVIONICS BAY DOOR SEAL RETAINERS CORRODED. R & R SEAL RETAINERS PN CC670-38662-5, CC670-38663-5, CC670-38674-3 & CC670-38675-3."
4/8/2014 13:31:39,5740,BRACKET,RT WING,RIGHT LE TRANSITION DUCT OTBD BRACKET CRACKED. R & R BRACKET PN 600-12045-12 IAW SRM 51-40-11 & 51-41-00.
4/8/2014 13:28:36,5315,FLOORBEAM,FUSELAGE,"FLOORBEAM CAP CORRODED, LBL 27 FROM FS 559+112 TO 621. R & R FLOORBEAM CAP SECTION, FS 567 TO 612 IAW SRM 51-40-11 & 51-42-21. REPAIRED CAP END FITTING AT FS 615 ON OTBD FLANGE OF LBL 27 FLOORBEAM CAP IAW EA 15-2014-070 DATED 3/31/2014."
4/10/2008 13:53:48,5270,WARNING LIGHT,EMERGENCY DOOR,"RIGHT EMERGENCY DOOR OVERWING CAUTION MESSAGE IN CRUISE. COMPLIED WITH QRH MESSAGE DISAPPEARED AFTER LANDING AND AIRCRAFT DEPRESSURIZED. CLEARED PSEU FAULTS REF AMM 32-60-00 AND PRESSURIZED AIRCRAFT, NO DEFECTS NOTED AT THIS TIME, AIRCRAFT OK TO CONTINUE SERVICE. (M)"
9/28/2020 9:12:41,5312,BULKHEAD WEB,BS 621,"PERFORMED SDI OF AFT PRESSURE BULKHEAD FWD FACE, IAW NDTM AWAC SUPPLEMENT 09-008 REV 41. PERFORMED EDDY CURRENT INSPECTION, IAW NDTM PART 1 51-20-06 REV 41. PERFORMED UT INSPECTION, IAW NDTM PART 4 53-61-153 REV 41. 5 EACH DISCREPANCIES. DISCREPANCY 1: FS 621 LBL 27.5 WL 108.5 TO 109 CRACK LENGTH .5"". DISCREPANCY 2: FS 621 BL 00 WL 127.18 TO 135.43 CRACK LENGTH 8.25"". DISCREPANCY 3: FS 621 BL 00 WL 112.93 TO 108.43 CRACK LENGTH 4.5"". DISCREPANCY 4: FS 621 RBL 18.0 WL 131.93 TO 134.94 CRACK LENGTH 3"". DISCREPANCY 5: FS 621 RBL 18.0 WL 110.18 TO 109.43 CRACK LENGTH .75"". AIRCRAFT REMOVED FROM SERVICE. MODIFICATION OF AFT PRESSURE BULKHEAD WEB, IAW E.O E17/003/453 REV DATE SEP 28, 2018. TO BE ACCOMPLISHED ON AERSALE W/O002862 CARD NO 4EOAWA21045."
9/28/2020 9:12:41,5320,INTERCOSTAL,BS 621 BULKHEAD,"AFT PRESSURE BULKHEAD AT FS 621.00. RT INTERCOSTAL AT RBL 45.70 & S 14R HAS A CRACK. AIRCRAFT REMOVED FROM SERVICE. FABRICATED INTERCOSTAL P/N 601-35012-52 OUT OF .050"" 7075 T6, REF SRM 53-61-17 REV 38. INSTALLED RT INTERCOSTAL, REF SRM 51-42-21 REV 38."
4/10/2008 13:20:30,5270,WARNING LIGHT,EMERGENCY DOOR,"RIGHT EMERGENCY DOOR CAUTION MESSAGE ON CLIMB-OUT AT 13,000 FT, NORMAL PRESSURIZATION. COMPLIED WITH QRH. (M)"
4/9/2014 11:30:22,5320,ATTACH BRACKET,FUSELAGE,CARGO DOOR FWD TRACK LOWER ATTACH BRACKET IS CRACKED. R & R BRACKET PN 601R35050-25 IAW SRM 51-40-11 & 51-42-06.
4/9/2014 11:33:28,5210,SUPPORT,PAX DOOR,PAX DOOR POWER ASSIST MOTOR LOWER SUPPORT IS CRACKED. R & R PAX DOOR ASSIST MOTOR LOWER SUPPORT BRACKET PN 601R317745-7.
4/9/2014 11:36:45,5720,BRACKET,LT WING,LEFT WING LE CTR TRANSITION INBD BRACKET CRACKED. R & R BRACKET 600-12045-11 IAW SRM 51-40-11 & 51-41-02.
4/16/2010 7:19:57,5340,ATTACH FITTING,BS 484,"FS 484, CLIP LBL 35"" CRCKED. R&R CRACKED CLIP AT FS 484, LBL 35 WITH SERVICEABLE CLIP IAW REO 601R-53-41-059."
3/30/2017 10:49:27,3397,CONNECTOR,EMERGENCY LIGHTS,"FLOOR EMERGENCY LIGHTS WILL NOT REMAIN ILLUMINATED FROM ROWS 8-12. IT COMES ON THEN FADES OUT. SECURED THE CONNECTOR P40LY IAW 16-371A, OPS CHECKED GOOD."
4/10/2008 14:21:37,2760,SWITCH,,"CPLT ROLL CMD MESSAGE ON ED2 INFLIGHT. GREEN CPLT ROLL LIGHT ILLUMINATED ON GLARESHIELD. ALL FLIGHT CONTROL RESPONDED NORMAL. REPLACED CO-PILOT ROLL PRIORITY SWITCH PER AMM 27-61-20. OPS TEST GOOD. ALSO, PERFORMED OPS TEST OF ROLL PRIORITY SYSTEM PER AMM TASK 27-61-20-710-810. NO DEFECTS NOTED. OK FOR SERVICE. (M)"
5/21/2014 15:27:02,2120,UNKNOWN,COCKPIT,"INTERMITTENT ELEC ODOR DURING CRUISE FLIGHT, ODOR WAS ASSOCIATED WITH COCKPIT AREA ONLY & DECREASED IN INTENSITY AT LWR ALTITUDE. INSPECTED AREA FOR ODORS IN AVIONICS BAY, JUNCTION BOX 1 AREA, COCKPIT, THROUGH BAY & AFT EQUIPMENT BAY. NOTHING UNUSUAL NOTED. RAN AIR CONDITIONING PACKS, BOTH DISPLAY COOL FANS, BOTH ARINC FANS & WINDSHIELD HEATS. NO DEFECTS NOTED. MDC SHOWED NO FAULTS & NO CIRCUIT BREAKERS FOUND TRIPPED. UNABLE TO DUPLICATE PROBLEM."
10/2/2009 8:11:13,8011,CARBON SEAL,STARTER,"RT LOW OIL PRESS ON DESCENT. PRESS BELOW 25 PSI, RAN QRH. ACCOMPLISHED PRECAUTIONARY ENGINE SHUTDOWN. DECLARED EMERGENCY LANDING. REF MAINT W/O 142728 FOR ALL WORK PERFORMED. LEAK CHECK GOOD ON GROUND AT THIS TIME. REMOVED AND REPLACED IDG, EDP, AND AIR TURBINE STARTER CARBON SEALS IAW SUPP 05-018A. (K)"
4/16/2010 7:08:02,5340,SUPPORT BRACKET,LT MLG WW,BRAKE PRESSURE TRANSDUCER SUPPORT BRACKET IN LT MLG W/W IS CRACKED BRACKET. R & R IAW SRM 51-42-06.
4/12/2019 8:41:20,2722,ELEVATOR SYSTEM,,ON TAKE OFF AC REQUIRED EXCESSIVE BACK PRESSURE TO ROTATE. ELEVATOR CONTROLS FEEL HEAVY AND SLOW TO REACT TO CONTROL WHEEL INPUTS. AC CAN BE TRIMMED FOR FLT. DID NOT ENGAGE AUTOPILOT. THERE IS SLACK IN THE CONTROLS (EXCESSIVE HYSTERESIS) COORDINATED WITH DISPATCH AND DECIDED TO DIVERT WITH NO EMERGENCY AND DID NOT LAND OVER WEIGHT.
4/23/2010 7:37:09,5414,COWLING,LT NACELLE,"LT LOWER CORE COWL CHAFED IN CTR APPROX 6 "" FROM DOME. REPAIRED IAW CMM 71-12-01, REPAIR NO SRS064 & REO 601R-71-12-3976."
3/28/2006 12:51:32,5313,STRINGER,"S26L, FS280","STRINGER 26L, 10 INCHES FWD OF FS 280 IS DAMAGED. (K) MAINTENANCE REMOVED DAMAGED SECTION OF STRINGER 26L FROM FS 257 TO FS 272. FABRICATED SECTION OF REPAIR STRINGER AND SPLICES FROM P/N 600-33011-161. INSTALLED REPAIRED STRINGER AND SPLICES IAW BSC EO 601R-53-8695. (M)"
4/16/2010 7:15:43,5280,DOOR,RT MLG,RT MLG DOOR CHAFED ON L/E. REPAIRED IAW REO 601R-52-82-102 SECTION A-A CUT IN Z MEMBER ONLY.
4/5/2006 13:00:57,5730,SKIN,RT WING,"RT LWR WING PLANK HOLE NR 16, WS 303.861 HAS CORROSION AROUND ENTIRE CIRCUMFERENCE .002 INCH-.003 INCH DEEP. (K) MAINTENANCE REPAIRED RIGHT WING LOWER PLANK FUEL TANK ACCESS DOOR CUTOUT BY REMOVING CORROSION AND TREATING AREA AT PANEL 650HB, WS 303.861, HOLE NR 16 MAX DEPTH OF REPAIR WAS .003 INCH DEEP BOMBARDIER REO 601R-57-21-030 REV D. (M)"
5/21/2014 15:34:01,3040,SCREW,WINDOW HEAT,"FIRST OFFICER`S WINDSHIELD HEAT TERMINAL BLOCK COVER SMOKING INFLIGHT, WINDSHIELD HEAT OFF SMOKING STOPPED. INSPECTED & FOUND LWR TERMINAL BLOCK SCREW LOOSE CAUSING MOVEMENT & ARCING. SCREW, TERMINAL & TERMINAL BLOCK SHOW EVIDENCE OF DAMAGEFROM ARCING. FOUND ONE WASHER & SPACER MISSING. INSPECTED FIRST OFFICER`S WINDSHIELD& FOUND NO EVIDENCE OF DELAMINATION OR ARCING DAMAGE IAW AMM 56-11-01. PLACED ON MEL."
4/3/2006 13:37:19,5320,INTERCOSTAL,STR 14R,RT SIDE FS 621.0 TO FS 625.3 INTERCOSTAL AT STRINGER 14R IS CRACKED NEAR RADIUS APPROX 1.1 INCH LONG. CORRECTIVE ACTION IN PROGRESS. (K)
2/20/2008 13:47:02,5240,DOOR,SERVICE DOOR,REQUEST INSPECTION FOR OPERATION OF SERVICE DOOR. (DOOR OPENS ABNORMALLY). (K)
4/16/2010 7:04:24,5321,PLATE,BS 589,"CARGO FLOOR LANDING PLATE CRACKED AT FS 589. REPAIRED IAW REO 601R-53-61-433, REV B."
4/13/2012 13:25:35,5320,SILL,PAX DOOR,"PAX DOOR CUT OUT LOWER SILL IS CORRODED IN SEVERAL PLACES ALONG THE ENTIRE LENGTH OF THE SILL. REMOVED CORRODED PAX DOOR LOWER SILL THEN FABRICATED NEW LOWER SILL AND INSTALLED IAW SRM 51-24-16, 51-40-02, 51-42-06, 51-42-13."
4/3/2006 14:08:46,5311,DOUBLER,FUSELAGE,RT SIDE FS 640 FRAME DOUBLER IS CRACKED AT STRINGER 10R APPROX 1.0 INCH LONG. CORRECTIVE ACTION IN PROGRESS. (K)
8/7/2009 10:41:47,2730,WASHER,WIRE LOCK RING,DURING ALL PHASES OF FLT FELT OCCASSIONAL ELEVATOR BINDING AND GRAB DURING PITCH CHANGES SPECIFICALLY WHEN PULLING BACK ON YOKE. BINDS/ GRABBING OCCURRED WITH A/P ON OR OFF. WHEN A/P ON THE BINDING/ GRABBING WAS VISIBLE BUT NO CHANGE IN PITCH OR ATTITUDE OCCURRED. BINDING/ GRABBING OCCURRED AT ALL ALTITUDES AND AIRSPEEDS AND DIDN`T VARY IN FORCE. NOTED BINDING OF YOKE IN NOSE UP POS FOUND WASHERS ON WIRE LOCK RING TO BE INSTALLED IMPROPERLY CAUSING WASHERS TO BIND AGAINST PITCH A/PILOT SERVO. PROPERLY INSTALLED HARDWARE FOR EFFECTIVITY IAW CMM 22-10-84. OPS CK GOOD. (K)
8/7/2009 9:57:08,2730,ELEVATOR SYSTEM,,"DURING CLIMBOUT EXPERIENCED ELEVATOR STICKING AT 8,000 FT INTERMITTENTLY. UNAFFECTED BY ALTITUDE OR SPEED CHANGES OR AUTOPILOT ENGAGED OR DISENGAGES. NOT PRESENT BELOW 10,000 FT OR ON GROUND. (K)"
4/11/2014 13:47:57,5210,SUPPORT,PAX DOOR,54527-8000-0017 PAX DOOR FWD STAIR SUPPORT PANEL CRACKED AT LOWER RISER. REPAIRED IAW SUPPLEMENT 13-134 DATED 12/9/2013.
5/25/2016 10:21:29,5240,PIN,SERVICE DOOR,SERVICE DOOR OUTER HANDLE PUSH TO RELEASE BUTTON STUCK. ADJUSTED SERVICE DOOR OUTER HANDLE RETENTION PIN AS REQUIRED. OPERATIONS CHECKED GOOD IAW AMM 52-41-03.
